epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1608,4105.2,0.81332,0.43426,0.76044,0.5907,0.41667,0.39394,0.15241,2.95356,2.82664,1.50747,0.00034096,0.00034096,0.00034096
1609,4107.94,0.85983,0.40459,0.82269,0.52552,0.41667,0.39691,0.15303,2.95785,2.82486,1.50828,0.000340135,0.000340135,0.000340135
1610,4110.67,0.91932,0.42649,0.81123,0.53837,0.41667,0.39088,0.15006,2.95049,2.76808,1.50637,0.00033931,0.00033931,0.00033931
1611,4113.43,0.89223,0.43002,0.8075,0.59346,0.41667,0.39134,0.14733,2.93663,2.69576,1.50058,0.000338484,0.000338484,0.000338484
1612,4116.25,0.93598,0.45164,0.78468,0.53043,0.41667,0.40487,0.14698,2.93559,2.53981,1.50329,0.000337659,0.000337659,0.000337659
1613,4119.1,0.94859,0.42165,0.81204,0.55371,0.45833,0.40399,0.14659,2.91925,2.43658,1.495,0.000336834,0.000336834,0.000336834
1614,4121.83,0.87724,0.39823,0.75394,0.62421,0.45833,0.41596,0.15611,2.91694,2.30134,1.49747,0.000336009,0.000336009,0.000336009
1615,4124.5,0.81932,0.38498,0.77342,0.61722,0.54167,0.42691,0.15458,2.91044,2.16747,1.49412,0.000335184,0.000335184,0.000335184
1616,4127.26,0.91418,0.41466,0.82017,0.6154,0.54167,0.44915,0.16084,2.91768,2.02544,1.49559,0.000334359,0.000334359,0.000334359
1617,4129.89,0.91242,0.42623,0.8167,0.6137,0.54167,0.45121,0.1604,2.92732,1.95016,1.50327,0.000333533,0.000333533,0.000333533
1618,4132.63,0.84958,0.4069,0.80505,0.55156,0.5,0.40945,0.15988,2.9436,1.95985,1.50989,0.000332708,0.000332708,0.000332708
1619,4135.4,0.92533,0.41098,0.81825,0.53951,0.5,0.40905,0.1647,2.96436,2.02719,1.51859,0.000331883,0.000331883,0.000331883
1620,4138.19,0.88404,0.42431,0.79555,0.54934,0.5,0.4011,0.16909,2.96641,2.07325,1.52479,0.000331058,0.000331058,0.000331058
1621,4140.96,0.93303,0.42151,0.82694,0.51425,0.45833,0.396,0.16803,2.95485,2.13128,1.52127,0.000330233,0.000330233,0.000330233
1622,4143.69,0.88845,0.42141,0.81845,0.48455,0.45833,0.38675,0.16799,2.95009,2.16307,1.52152,0.000329408,0.000329408,0.000329408
1623,4146.42,0.93024,0.43796,0.81003,0.54037,0.5,0.42524,0.17249,2.94216,2.12715,1.51771,0.000328582,0.000328582,0.000328582
1624,4149.19,0.89487,0.42649,0.80546,0.5213,0.5,0.42591,0.16729,2.94973,2.07586,1.52332,0.000327757,0.000327757,0.000327757
1625,4151.98,0.93125,0.43941,0.80499,0.44372,0.45833,0.39215,0.16438,2.97186,1.98374,1.53316,0.000326932,0.000326932,0.000326932
1626,4154.84,0.89984,0.41487,0.81252,0.47628,0.5308,0.43103,0.16842,2.97739,1.92423,1.53878,0.000326107,0.000326107,0.000326107
1627,4157.65,0.86549,0.42109,0.80185,0.58138,0.58333,0.49198,0.1749,2.97558,1.86337,1.53415,0.000325282,0.000325282,0.000325282
1628,4160.27,0.89943,0.41414,0.81547,0.57186,0.50093,0.50259,0.17708,2.97325,1.79924,1.53645,0.000324457,0.000324457,0.000324457
1629,4163.25,0.89929,0.40602,0.80704,0.57742,0.58333,0.50315,0.17297,2.97035,1.72837,1.53341,0.000323631,0.000323631,0.000323631
1630,4166.02,0.95532,0.44176,0.82693,0.662,0.54167,0.50816,0.17643,2.97441,1.66207,1.53128,0.000322806,0.000322806,0.000322806
1631,4168.73,0.87178,0.42662,0.80275,0.65605,0.54167,0.51015,0.17094,2.96363,1.63017,1.52503,0.000321981,0.000321981,0.000321981
1632,4171.55,0.8876,0.40965,0.81482,0.6615,0.54167,0.51346,0.17486,2.94531,1.67139,1.51367,0.000321156,0.000321156,0.000321156
1633,4174.29,0.78932,0.38297,0.76205,0.69717,0.54167,0.48456,0.16975,2.95114,1.71631,1.52117,0.000320331,0.000320331,0.000320331
1634,4177.01,0.8825,0.40727,0.81168,0.69442,0.54167,0.47786,0.17023,2.94394,1.71746,1.51555,0.000319506,0.000319506,0.000319506
1635,4179.78,0.89426,0.41381,0.81625,0.69139,0.54167,0.47896,0.16765,2.93281,1.69719,1.51626,0.00031868,0.00031868,0.00031868
1636,4182.42,0.89423,0.41639,0.80852,0.68803,0.54167,0.46473,0.1634,2.9215,1.68661,1.51036,0.000317855,0.000317855,0.000317855
1637,4184.97,0.84093,0.39989,0.79588,0.64221,0.5,0.44068,0.16108,2.91281,1.69036,1.50706,0.00031703,0.00031703,0.00031703
1638,4187.89,0.8356,0.4064,0.81162,0.65669,0.5,0.43932,0.16983,2.90217,1.72922,1.50163,0.000316205,0.000316205,0.000316205
1639,4190.6,0.82067,0.38235,0.76684,0.61957,0.45833,0.43571,0.1666,2.8965,1.72392,1.50019,0.00031538,0.00031538,0.00031538
1640,4193.28,0.91035,0.423,0.80931,0.70529,0.5,0.48563,0.17082,2.89069,1.72379,1.4939,0.000314555,0.000314555,0.000314555
1641,4196.32,0.8758,0.40484,0.8109,0.70205,0.5,0.48319,0.16293,2.879,1.68805,1.48783,0.000313729,0.000313729,0.000313729
1642,4199.09,0.87353,0.40902,0.80371,0.64078,0.45833,0.42824,0.16101,2.86559,1.66864,1.48165,0.000312904,0.000312904,0.000312904
1643,4201.92,0.82668,0.45728,0.76335,0.65009,0.46478,0.43115,0.16145,2.86862,1.64761,1.48236,0.000312079,0.000312079,0.000312079
1644,4204.8,0.86649,0.39961,0.81611,0.6559,0.47712,0.43123,0.17902,2.83698,1.62215,1.4644,0.000311254,0.000311254,0.000311254
1645,4207.66,0.91115,0.41743,0.80835,0.65048,0.46561,0.43479,0.17712,2.84316,1.5782,1.47497,0.000310429,0.000310429,0.000310429
1646,4210.47,0.86825,0.45399,0.81279,0.65577,0.47685,0.44343,0.17842,2.8434,1.55153,1.47461,0.000309604,0.000309604,0.000309604
1647,4213.15,0.94955,0.41897,0.82015,0.66307,0.49236,0.4448,0.17984,2.84787,1.53273,1.47443,0.000308778,0.000308778,0.000308778
1648,4215.87,0.85626,0.40155,0.80826,0.65269,0.5,0.44803,0.17885,2.85637,1.48986,1.47708,0.000307953,0.000307953,0.000307953
1649,4218.54,0.8683,0.40635,0.81943,0.64567,0.5,0.45085,0.17808,2.85814,1.46893,1.47631,0.000307128,0.000307128,0.000307128
1650,4221.26,0.87529,0.40802,0.81863,0.5894,0.45833,0.4077,0.17233,2.86224,1.44503,1.4816,0.000306303,0.000306303,0.000306303
1651,4223.96,0.86454,0.39298,0.81452,0.50378,0.54167,0.41014,0.17015,2.87117,1.42556,1.48419,0.000305478,0.000305478,0.000305478
1652,4226.65,0.94428,0.45453,0.81898,0.63194,0.5,0.45985,0.16713,2.86821,1.43837,1.48397,0.000304653,0.000304653,0.000304653
1653,4229.35,0.92163,0.44374,0.79025,0.68206,0.54167,0.50766,0.17188,2.86056,1.44021,1.47655,0.000303827,0.000303827,0.000303827
1654,4232.06,0.87701,0.41813,0.79646,0.64049,0.59421,0.50935,0.17838,2.86861,1.43072,1.48122,0.000303002,0.000303002,0.000303002
1655,4234.76,0.90231,0.40954,0.80417,0.63718,0.58548,0.50993,0.18119,2.86067,1.41281,1.47848,0.000302177,0.000302177,0.000302177
1656,4237.45,0.86451,0.40249,0.81593,0.82301,0.58137,0.55868,0.18522,2.85662,1.40939,1.47615,0.000301352,0.000301352,0.000301352
1657,4240.09,0.90575,0.43468,0.80214,0.74989,0.62465,0.56008,0.18851,2.8535,1.41103,1.47452,0.000300527,0.000300527,0.000300527
1658,4242.7,0.75772,0.36917,0.76146,0.74584,0.61182,0.55766,0.18743,2.84885,1.4141,1.47388,0.000299702,0.000299702,0.000299702
1659,4245.32,0.87475,0.40273,0.81782,0.74383,0.60545,0.54855,0.17969,2.8548,1.45376,1.47662,0.000298876,0.000298876,0.000298876
1660,4248.16,0.82485,0.38687,0.81818,0.72311,0.58333,0.54603,0.18092,2.84584,1.49479,1.47798,0.000298051,0.000298051,0.000298051
1661,4250.84,0.876,0.41882,0.81256,0.72939,0.58333,0.54586,0.18084,2.8386,1.5134,1.4783,0.000297226,0.000297226,0.000297226
1662,4253.78,0.85974,0.40625,0.80337,0.71635,0.58333,0.54669,0.17604,2.84442,1.52205,1.4842,0.000296401,0.000296401,0.000296401
1663,4256.73,0.83901,0.40458,0.80755,0.71168,0.625,0.5481,0.17719,2.84736,1.51782,1.48704,0.000295576,0.000295576,0.000295576
1664,4259.67,0.92361,0.43042,0.82958,0.71872,0.63923,0.55172,0.17447,2.84848,1.52696,1.48593,0.000294751,0.000294751,0.000294751
1665,4262.54,0.88682,0.43427,0.81843,0.7085,0.625,0.54848,0.16689,2.85316,1.56023,1.48877,0.000293925,0.000293925,0.000293925
1666,4265.38,0.85911,0.41808,0.81095,0.70897,0.60949,0.55936,0.17337,2.85046,1.57716,1.49142,0.0002931,0.0002931,0.0002931
1667,4268.21,0.85679,0.40139,0.79711,0.70126,0.58699,0.55936,0.17336,2.85779,1.60179,1.49719,0.000292275,0.000292275,0.000292275
1668,4271.15,0.92567,0.40189,0.80739,0.70878,0.60893,0.56584,0.18166,2.85585,1.58003,1.49907,0.00029145,0.00029145,0.00029145
1669,4274.13,0.90279,0.40288,0.81896,0.71629,0.63144,0.56591,0.1817,2.85174,1.55863,1.49922,0.000290625,0.000290625,0.000290625
1670,4276.94,0.86868,0.39432,0.81232,0.71725,0.63452,0.56686,0.18172,2.84551,1.54089,1.49787,0.0002898,0.0002898,0.0002898
1671,4279.78,0.86217,0.40184,0.81119,0.72229,0.6507,0.56695,0.18183,2.85218,1.51253,1.50088,0.000288974,0.000288974,0.000288974
1672,4282.74,0.91789,0.41596,0.8164,0.66791,0.58676,0.51516,0.17913,2.84473,1.49275,1.49909,0.000288149,0.000288149,0.000288149
1673,4285.66,0.93182,0.44449,0.82665,0.71238,0.625,0.57252,0.17778,2.84949,1.49344,1.50578,0.000287324,0.000287324,0.000287324
1674,4288.58,0.85211,0.39683,0.80243,0.70953,0.625,0.57052,0.17733,2.85572,1.51014,1.50944,0.000286499,0.000286499,0.000286499
1675,4291.44,0.87041,0.40838,0.80335,0.70999,0.625,0.57062,0.17745,2.85267,1.52581,1.50933,0.000285674,0.000285674,0.000285674
1676,4294.42,0.87168,0.39897,0.81222,0.66397,0.58333,0.50334,0.16673,2.84004,1.51988,1.50176,0.000284849,0.000284849,0.000284849
1677,4297.38,0.94329,0.44656,0.794,0.66039,0.58333,0.50977,0.17559,2.84309,1.51952,1.50002,0.000284023,0.000284023,0.000284023
1678,4300.26,0.88089,0.41341,0.80018,0.65898,0.58333,0.50591,0.16711,2.84664,1.51608,1.49678,0.000283198,0.000283198,0.000283198
1679,4303.24,0.87834,0.38249,0.82578,0.67011,0.58333,0.49542,0.17289,2.85172,1.4847,1.49788,0.000282373,0.000282373,0.000282373
1680,4306.14,1.02038,0.44579,0.85294,0.74317,0.66667,0.55767,0.17456,2.84312,1.44715,1.48552,0.000281548,0.000281548,0.000281548
1681,4309.15,0.86658,0.40414,0.80678,0.73394,0.66667,0.55712,0.17893,2.84978,1.41452,1.4889,0.000280723,0.000280723,0.000280723
1682,4312,0.83431,0.40429,0.78912,0.73567,0.66667,0.55705,0.17857,2.8486,1.42308,1.48799,0.000279898,0.000279898,0.000279898
1683,4314.97,0.86567,0.41125,0.80143,0.73697,0.66667,0.557,0.17573,2.84248,1.42268,1.48134,0.000279072,0.000279072,0.000279072
1684,4317.92,0.89806,0.42632,0.81433,0.69586,0.625,0.4977,0.16698,2.85991,1.43142,1.48881,0.000278247,0.000278247,0.000278247
1685,4320.86,0.93444,0.43632,0.82289,0.69578,0.625,0.49762,0.16696,2.87325,1.4519,1.4973,0.000277422,0.000277422,0.000277422
1686,4323.85,0.83395,0.38924,0.81516,0.69699,0.625,0.49754,0.16886,2.89031,1.47825,1.5035,0.000276597,0.000276597,0.000276597
1687,4326.91,0.88207,0.40287,0.79526,0.70964,0.625,0.5022,0.16478,2.8956,1.51167,1.50692,0.000275772,0.000275772,0.000275772
1688,4329.96,0.84182,0.39271,0.76502,0.64325,0.60148,0.49995,0.16721,2.9014,1.5486,1.50749,0.000274947,0.000274947,0.000274947
1689,4333.02,0.80299,0.38425,0.75789,0.64893,0.61644,0.49724,0.1696,2.90722,1.55265,1.50971,0.000274121,0.000274121,0.000274121
1690,4336.12,0.85042,0.41606,0.80329,0.59245,0.54167,0.50007,0.16186,2.90544,1.55593,1.50234,0.000273296,0.000273296,0.000273296
1691,4339.25,0.83058,0.40046,0.81445,0.60261,0.58333,0.49841,0.16768,2.90675,1.54357,1.50527,0.000272471,0.000272471,0.000272471
1692,4342.32,0.8881,0.40409,0.81561,0.66634,0.66667,0.55227,0.17185,2.90204,1.5387,1.49721,0.000271646,0.000271646,0.000271646
1693,4345.14,0.88113,0.41103,0.80312,0.66146,0.66667,0.54813,0.1705,2.89366,1.55267,1.49071,0.000270821,0.000270821,0.000270821
1694,4347.93,0.83849,0.42295,0.80277,0.65709,0.66667,0.54814,0.17286,2.89422,1.55141,1.49117,0.000269996,0.000269996,0.000269996
1695,4350.68,0.84247,0.4036,0.80591,0.69988,0.66667,0.60727,0.16955,2.87646,1.5423,1.4797,0.00026917,0.00026917,0.00026917
1696,4353.57,0.89277,0.40402,0.81494,0.70085,0.66667,0.61369,0.17934,2.87155,1.52923,1.48278,0.000268345,0.000268345,0.000268345
1697,4356.4,0.88611,0.40676,0.81041,0.71174,0.66667,0.61351,0.17533,2.85879,1.5182,1.47433,0.00026752,0.00026752,0.00026752
1698,4359.11,0.83915,0.40679,0.81032,0.73083,0.67915,0.61499,0.17157,2.86537,1.48188,1.47963,0.000266695,0.000266695,0.000266695
1699,4361.78,0.93051,0.40676,0.80159,0.73426,0.66667,0.60864,0.17482,2.86346,1.46619,1.47907,0.00026587,0.00026587,0.00026587
1700,4364.48,0.82897,0.39775,0.81362,0.76557,0.66667,0.60877,0.17486,2.85783,1.46848,1.4812,0.000265045,0.000265045,0.000265045
1701,4367.27,0.90088,0.42185,0.80339,0.76885,0.66667,0.61245,0.18202,2.85914,1.47814,1.48303,0.00026422,0.00026422,0.00026422
1702,4370.03,0.8591,0.40449,0.8232,0.80567,0.69146,0.61621,0.17885,2.8524,1.46618,1.48273,0.000263394,0.000263394,0.000263394
1703,4372.73,0.86916,0.39276,0.81931,0.79887,0.70833,0.61144,0.17838,2.84674,1.4352,1.48249,0.000262569,0.000262569,0.000262569
1704,4375.46,0.85254,0.41705,0.8005,0.79358,0.70833,0.61154,0.18534,2.84331,1.42721,1.47979,0.000261744,0.000261744,0.000261744
1705,4378.19,0.85067,0.39011,0.80282,0.77874,0.70833,0.61181,0.18559,2.83594,1.4267,1.47849,0.000260919,0.000260919,0.000260919
1706,4380.98,0.88203,0.40157,0.82275,0.80937,0.70767,0.61187,0.18535,2.83922,1.43928,1.48287,0.000260094,0.000260094,0.000260094
1707,4383.68,0.88792,0.4119,0.81897,0.75848,0.65467,0.54746,0.17867,2.84389,1.46341,1.48421,0.000259269,0.000259269,0.000259269
1708,4386.47,0.89094,0.41329,0.8232,0.69231,0.65661,0.53952,0.17697,2.84571,1.52263,1.48311,0.000258443,0.000258443,0.000258443
1709,4389.26,0.89685,0.42368,0.80644,0.69308,0.65893,0.53734,0.17667,2.84362,1.55849,1.48816,0.000257618,0.000257618,0.000257618
1710,4391.99,0.85814,0.39028,0.80823,0.63721,0.66667,0.53493,0.17626,2.84756,1.59851,1.48976,0.000256793,0.000256793,0.000256793
1711,4394.76,0.91093,0.40854,0.82293,0.65695,0.66667,0.53326,0.1781,2.8462,1.60929,1.49038,0.000255968,0.000255968,0.000255968
1712,4397.55,0.88805,0.41593,0.82254,0.65619,0.66667,0.5333,0.17747,2.85305,1.61516,1.49585,0.000255143,0.000255143,0.000255143
1713,4400.31,0.89072,0.41094,0.8146,0.64834,0.66667,0.5317,0.17755,2.86468,1.60358,1.50586,0.000254318,0.000254318,0.000254318
1714,4403.05,0.80841,0.38729,0.80103,0.65098,0.66667,0.54024,0.17792,2.8644,1.60443,1.50287,0.000253492,0.000253492,0.000253492
1715,4405.86,0.88965,0.4052,0.80724,0.66368,0.66667,0.54179,0.18054,2.8755,1.59953,1.511,0.000252667,0.000252667,0.000252667
1716,4408.67,0.97414,0.43011,0.81659,0.65398,0.63019,0.54177,0.18054,2.88184,1.62305,1.51456,0.000251842,0.000251842,0.000251842
1717,4411.39,0.83747,0.3994,0.80036,0.63797,0.58333,0.54183,0.18056,2.87578,1.61015,1.51227,0.000251017,0.000251017,0.000251017
1718,4414.1,0.85847,0.40057,0.81099,0.67381,0.60297,0.53694,0.17919,2.88338,1.61312,1.51942,0.000250192,0.000250192,0.000250192
1719,4416.96,0.81324,0.3912,0.75897,0.66464,0.57828,0.48275,0.17172,2.8909,1.59826,1.52467,0.000249367,0.000249367,0.000249367
1720,4419.82,0.86284,0.40898,0.79736,0.64905,0.61677,0.48403,0.1714,2.90072,1.55061,1.53614,0.000248541,0.000248541,0.000248541
1721,4422.55,0.84549,0.4028,0.82097,0.74084,0.625,0.54544,0.17491,2.90687,1.52745,1.53975,0.000247716,0.000247716,0.000247716
1722,4425.3,0.84026,0.39402,0.80255,0.73483,0.625,0.54566,0.17601,2.89824,1.51174,1.53597,0.000246891,0.000246891,0.000246891
1723,4428.1,0.86618,0.41609,0.81807,0.73213,0.625,0.54587,0.17603,2.90736,1.48818,1.54173,0.000246066,0.000246066,0.000246066
1724,4430.77,0.87661,0.41141,0.81691,0.69783,0.625,0.5432,0.17563,2.90467,1.50534,1.53373,0.000245241,0.000245241,0.000245241
1725,4433.51,0.79878,0.38286,0.81447,0.70498,0.625,0.53945,0.17208,2.90033,1.52301,1.53411,0.000244416,0.000244416,0.000244416
1726,4436.21,0.85544,0.40646,0.80816,0.70764,0.60563,0.5384,0.16653,2.8947,1.55092,1.52775,0.00024359,0.00024359,0.00024359
1727,4438.91,0.93805,0.44294,0.80997,0.63839,0.58333,0.4847,0.16382,2.89746,1.55022,1.53096,0.000242765,0.000242765,0.000242765
1728,4441.69,0.84234,0.40604,0.80691,0.63372,0.58333,0.4838,0.16906,2.90043,1.54484,1.5293,0.00024194,0.00024194,0.00024194
1729,4444.52,0.86005,0.39666,0.79298,0.69402,0.58333,0.48654,0.16942,2.89914,1.55157,1.52573,0.000241115,0.000241115,0.000241115
1730,4447.21,0.90729,0.427,0.8169,0.6496,0.58333,0.49486,0.17355,2.89418,1.54264,1.51421,0.00024029,0.00024029,0.00024029
1731,4449.99,0.87417,0.41561,0.80231,0.70645,0.60215,0.498,0.17446,2.88273,1.51898,1.50873,0.000239465,0.000239465,0.000239465
1732,4452.85,0.85424,0.40575,0.8042,0.75133,0.66667,0.55079,0.17909,2.87755,1.51243,1.50642,0.000238639,0.000238639,0.000238639
1733,4455.64,0.80945,0.39999,0.80942,0.70071,0.625,0.4964,0.17391,2.86269,1.4834,1.49986,0.000237814,0.000237814,0.000237814
1734,4458.42,0.86629,0.39412,0.80866,0.74359,0.66667,0.55307,0.18137,2.85361,1.4623,1.49114,0.000236989,0.000236989,0.000236989
1735,4461.17,0.85507,0.40766,0.81759,0.75319,0.66667,0.55351,0.18225,2.85132,1.43596,1.48944,0.000236164,0.000236164,0.000236164
1736,4464.08,0.84509,0.39865,0.81088,0.79933,0.70833,0.62729,0.18346,2.84966,1.3957,1.48788,0.000235339,0.000235339,0.000235339
1737,4466.74,0.90899,0.40365,0.81881,0.79702,0.70833,0.63074,0.18402,2.84643,1.38925,1.48524,0.000234514,0.000234514,0.000234514
1738,4469.54,0.8689,0.41028,0.8001,0.79024,0.70833,0.62721,0.18346,2.83602,1.38811,1.47968,0.000233688,0.000233688,0.000233688
1739,4472.27,0.8287,0.40318,0.80405,0.71501,0.66667,0.55379,0.17611,2.83589,1.39177,1.4771,0.000232863,0.000232863,0.000232863
1740,4475.05,0.84879,0.401,0.81763,0.72255,0.66667,0.55451,0.17624,2.8441,1.39875,1.48093,0.000232038,0.000232038,0.000232038
1741,4477.7,0.88244,0.40295,0.79855,0.71499,0.66667,0.55701,0.17739,2.84218,1.39086,1.48107,0.000231213,0.000231213,0.000231213
1742,4480.47,0.84525,0.40448,0.80431,0.78236,0.70833,0.62117,0.18019,2.84996,1.38504,1.48959,0.000230388,0.000230388,0.000230388
1743,4483.28,0.85909,0.39759,0.80029,0.78086,0.70833,0.62112,0.18021,2.85167,1.37252,1.48812,0.000229563,0.000229563,0.000229563
1744,4486.28,0.8441,0.39702,0.80734,0.77557,0.70833,0.62554,0.18506,2.85433,1.3465,1.48843,0.000228737,0.000228737,0.000228737
1745,4489.27,0.7829,0.39457,0.7965,0.77495,0.70833,0.62389,0.18475,2.84089,1.3579,1.47711,0.000227912,0.000227912,0.000227912
1746,4492.18,0.76574,0.3657,0.76869,0.77604,0.70833,0.62348,0.18465,2.83847,1.37304,1.47476,0.000227087,0.000227087,0.000227087
1747,4495.02,0.84397,0.40381,0.80282,0.77706,0.70833,0.62593,0.18804,2.84092,1.40008,1.47561,0.000226262,0.000226262,0.000226262
1748,4497.76,0.89564,0.4047,0.82944,0.77151,0.70833,0.62864,0.1884,2.82764,1.39802,1.47212,0.000225437,0.000225437,0.000225437
1749,4500.55,0.8318,0.39554,0.81321,0.77235,0.70833,0.63018,0.19079,2.82019,1.3991,1.46547,0.000224612,0.000224612,0.000224612
1750,4503.28,0.79341,0.38228,0.78746,0.77433,0.70833,0.63024,0.18853,2.82201,1.39882,1.46532,0.000223786,0.000223786,0.000223786
1751,4506.06,0.7827,0.37303,0.755,0.77246,0.70833,0.63021,0.18853,2.82436,1.39578,1.46738,0.000222961,0.000222961,0.000222961
1752,4508.91,0.84232,0.39507,0.81224,0.77092,0.70833,0.62963,0.19411,2.81634,1.43512,1.46481,0.000222136,0.000222136,0.000222136
1753,4511.65,0.83041,0.41128,0.80731,0.76938,0.70833,0.62915,0.19399,2.81214,1.45347,1.46285,0.000221311,0.000221311,0.000221311
1754,4514.37,0.84707,0.38549,0.81307,0.76636,0.70833,0.63346,0.19473,2.80618,1.46005,1.45886,0.000220486,0.000220486,0.000220486
1755,4517.07,0.82944,0.3828,0.80938,0.76515,0.70833,0.63358,0.19486,2.80796,1.43367,1.46113,0.000219661,0.000219661,0.000219661
1756,4519.91,0.88292,0.40169,0.81632,0.76493,0.70833,0.63391,0.19493,2.80813,1.41661,1.46499,0.000218835,0.000218835,0.000218835
1757,4522.62,0.83087,0.39588,0.79447,0.76552,0.70833,0.63368,0.19682,2.80442,1.38667,1.46852,0.00021801,0.00021801,0.00021801
1758,4525.3,0.84401,0.41038,0.80092,0.76747,0.70833,0.6347,0.19674,2.814,1.38218,1.47195,0.000217185,0.000217185,0.000217185
1759,4528.05,0.87238,0.41049,0.81067,0.76775,0.70833,0.63232,0.1953,2.81889,1.38244,1.47474,0.00021636,0.00021636,0.00021636
1760,4530.87,0.86244,0.41116,0.811,0.77237,0.70833,0.63045,0.18582,2.8112,1.36911,1.47166,0.000215535,0.000215535,0.000215535
1761,4533.59,0.77899,0.37554,0.76706,0.76885,0.6934,0.63146,0.18924,2.81183,1.37033,1.46724,0.00021471,0.00021471,0.00021471
1762,4536.44,0.85534,0.39325,0.80529,0.76802,0.6902,0.63158,0.19215,2.81324,1.3596,1.47052,0.000213884,0.000213884,0.000213884
1763,4539.27,0.85904,0.47129,0.81327,0.7672,0.68707,0.62635,0.1978,2.81398,1.3589,1.4719,0.000213059,0.000213059,0.000213059
1764,4542.1,0.81272,0.39036,0.81347,0.76304,0.70833,0.62672,0.19242,2.81077,1.36483,1.46701,0.000212234,0.000212234,0.000212234
1765,4544.91,0.8245,0.3907,0.80032,0.76307,0.70833,0.62701,0.18804,2.80413,1.35504,1.46455,0.000211409,0.000211409,0.000211409
1766,4547.7,0.78159,0.37654,0.75026,0.76914,0.69451,0.62709,0.18804,2.7991,1.34273,1.46353,0.000210584,0.000210584,0.000210584
1767,4550.42,0.8559,0.40795,0.79593,0.76205,0.70833,0.62684,0.1923,2.80533,1.35457,1.46508,0.000209759,0.000209759,0.000209759
1768,4553.23,0.83699,0.39487,0.80164,0.76081,0.70833,0.62122,0.18959,2.8062,1.36946,1.46625,0.000208933,0.000208933,0.000208933
1769,4556.02,0.85989,0.3944,0.80228,0.76755,0.70833,0.62204,0.18984,2.80869,1.37702,1.46603,0.000208108,0.000208108,0.000208108
1770,4558.78,0.85217,0.40372,0.81275,0.76695,0.70833,0.62149,0.19403,2.80491,1.40482,1.4666,0.000207283,0.000207283,0.000207283
1771,4561.51,0.83737,0.38781,0.80312,0.7674,0.70833,0.62009,0.19343,2.80788,1.41493,1.46656,0.000206458,0.000206458,0.000206458
1772,4564.24,0.80101,0.38428,0.77438,0.76581,0.70833,0.61976,0.19337,2.81344,1.44777,1.46944,0.000205633,0.000205633,0.000205633
1773,4567.15,0.80891,0.38834,0.80595,0.76506,0.70833,0.61803,0.19292,2.81825,1.45064,1.47244,0.000204808,0.000204808,0.000204808
1774,4569.99,0.83683,0.40039,0.80172,0.76512,0.70833,0.61799,0.19292,2.82552,1.44272,1.48101,0.000203982,0.000203982,0.000203982
1775,4572.72,0.83554,0.40293,0.80388,0.76409,0.70833,0.61796,0.18828,2.83471,1.45289,1.48406,0.000203157,0.000203157,0.000203157
1776,4575.54,0.82169,0.40088,0.81147,0.76421,0.70833,0.61954,0.18308,2.83174,1.44401,1.48497,0.000202332,0.000202332,0.000202332
1777,4578.39,0.87331,0.40843,0.80686,0.75767,0.70833,0.62104,0.18311,2.82548,1.4263,1.47875,0.000201507,0.000201507,0.000201507
1778,4581.05,0.76152,0.38361,0.7559,0.75968,0.70833,0.62174,0.18681,2.82757,1.40023,1.48081,0.000200682,0.000200682,0.000200682
1779,4583.8,0.87661,0.39596,0.80342,0.76125,0.70833,0.62247,0.18695,2.8261,1.36323,1.48091,0.000199857,0.000199857,0.000199857
1780,4586.59,0.78232,0.36369,0.76372,0.74074,0.70833,0.6232,0.18604,2.82416,1.36488,1.47595,0.000199031,0.000199031,0.000199031
1781,4589.38,0.84662,0.41121,0.80851,0.73846,0.70833,0.62319,0.18601,2.81717,1.35875,1.47047,0.000198206,0.000198206,0.000198206
1782,4592.11,0.84681,0.398,0.80301,0.7386,0.70833,0.62501,0.18731,2.8125,1.36607,1.46716,0.000197381,0.000197381,0.000197381
1783,4594.89,0.84251,0.39915,0.81306,0.75406,0.70833,0.62686,0.18764,2.81164,1.37744,1.46528,0.000196556,0.000196556,0.000196556
1784,4597.72,0.96397,0.43896,0.82556,0.75207,0.70833,0.62665,0.18749,2.81809,1.37895,1.47236,0.000195731,0.000195731,0.000195731
1785,4600.53,0.83177,0.38855,0.81114,0.74901,0.70833,0.62639,0.18742,2.81767,1.38281,1.4695,0.000194906,0.000194906,0.000194906
1786,4603.24,0.86455,0.40588,0.81605,0.74502,0.70833,0.62606,0.18722,2.81146,1.39073,1.46663,0.00019408,0.00019408,0.00019408
1787,4605.97,0.98097,0.45922,0.82085,0.76764,0.70833,0.62594,0.18719,2.81533,1.38911,1.46951,0.000193255,0.000193255,0.000193255
1788,4608.83,0.8901,0.47577,0.83702,0.72225,0.66667,0.5587,0.18035,2.8138,1.39655,1.46737,0.00019243,0.00019243,0.00019243
1789,4611.56,0.80362,0.38356,0.80598,0.72212,0.66667,0.55859,0.18032,2.81249,1.39676,1.46806,0.000191605,0.000191605,0.000191605
1790,4614.38,0.85433,0.38389,0.81502,0.72191,0.66667,0.55843,0.18028,2.80876,1.40331,1.46533,0.00019078,0.00019078,0.00019078
